WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY
14-Jan-09,367,7027316204,13,8,8,26.26,2.02,3.29,0,0,1
14-Jan-09,367,7027316404,11,8,8,13.2,1.2,1.92,0,0,1
14-Jan-09,367,7192100336,12,9,9,71.88,5.99,6.29,1,0,0
14-Jan-09,367,7192100337,23,22,22,137.77,5.99,6.29,1,0,0
14-Jan-09,367,7192100339,17,15,15,101.83,5.99,6.29,1,0,0
14-Jan-09,367,7218063052,1,1,1,6.46,6.46,6.46,0,0,0
14-Jan-09,367,7218063979,1,1,1,6.46,6.46,6.46,0,0,0
14-Jan-09,367,7218063983,1,1,1,6.46,6.46,6.46,0,0,0
14-Jan-09,367,7797508004,1,1,1,2.5,2.5,2.89,0,0,1
14-Jan-09,367,7797508006,1,1,1,2.5,2.5,2.89,0,0,1
14-Jan-09,367,31254742835,1,1,1,4.99,4.99,4.99,0,0,0
14-Jan-09,387,1111009477,111,98,94,154.29,1.39,1.39,0,0,0
14-Jan-09,387,1111009497,92,90,89,127.88,1.39,1.39,0,1,0
14-Jan-09,387,1111009507,29,27,27,40.02,1.38,1.38,0,0,0
14-Jan-09,387,1111035398,4,4,4,14,3.5,4.49,0,0,1
14-Jan-09,387,1111038078,5,5,5,12.7,2.54,2.54,0,0,0
14-Jan-09,387,1111038080,6,5,5,15.3,2.55,2.55,0,0,0
14-Jan-09,387,1111085319,28,30,30,51.24,1.83,1.83,0,0,0
14-Jan-09,387,1111085345,38,35,35,71.44,1.88,1.88,0,0,0
14-Jan-09,387,1111085350,87,71,71,168.78,1.94,1.94,0,0,0
14-Jan-09,387,1111087395,19,18,18,62.13,3.27,3.91,0,0,1
14-Jan-09,387,1111087396,18,16,16,62.1,3.45,4,0,0,1
14-Jan-09,387,1111087398,24,16,16,79.44,3.31,3.97,0,0,1
14-Jan-09,387,1600027527,74,65,65,226.44,3.06,3.06,0,0,0
14-Jan-09,387,1600027528,52,51,49,220.48,4.24,4.24,0,0,0
14-Jan-09,387,1600027564,65,53,53,163.15,2.51,2.82,1,0,0
14-Jan-09,387,2840002333,10,9,9,28.9,2.89,2.89,0,0,0
14-Jan-09,387,2840004768,21,19,17,60.69,2.89,2.89,0,0,0
14-Jan-09,387,2840004770,7,7,7,20.23,2.89,2.89,0,0,0
14-Jan-09,387,3000006340,63,50,49,126,2,2.97,0,1,0
14-Jan-09,387,3000006560,44,37,36,88,2,2.59,0,0,1
14-Jan-09,387,3000006610,46,36,35,92,2,2.59,0,0,1
14-Jan-09,387,3700019521,6,5,5,15,2.5,3.49,0,0,1
14-Jan-09,387,3700031613,3,3,3,14.07,4.69,4.69,0,0,0
14-Jan-09,387,3700044982,4,4,4,20,5,5,0,0,0
14-Jan-09,387,3800031829,55,51,50,169.95,3.09,3.09,0,0,0
14-Jan-09,387,3800031838,29,29,29,82.94,2.86,2.86,0,0,0
14-Jan-09,387,3800039118,41,41,41,108.65,2.65,2.99,1,1,0
14-Jan-09,387,4116709428,2,2,2,7.98,3.99,4.59,0,0,1
14-Jan-09,387,4116709448,2,2,2,7.98,3.99,4.59,0,0,1
14-Jan-09,387,4116709565,4,4,4,13.96,3.49,4.99,0,0,1
14-Jan-09,387,7027312504,11,7,7,16.5,1.5,1.97,0,0,1
14-Jan-09,387,7027316204,29,17,17,46.11,1.59,2,0,0,1
14-Jan-09,387,7027316404,27,14,14,46.17,1.71,1.94,0,0,1
14-Jan-09,387,7110410455,13,13,13,32.76,2.52,2.52,0,0,0
14-Jan-09,387,7110410470,8,8,8,20,2.5,2.79,0,0,1
14-Jan-09,387,7110410471,7,6,6,17.5,2.5,2.79,0,0,1
14-Jan-09,387,7192100336,16,16,16,95.84,5.99,6.42,1,0,0
14-Jan-09,387,7192100337,31,29,28,185.69,5.99,6.37,1,0,0
14-Jan-09,387,7192100339,47,42,40,284.35,6.05,6.29,1,1,0
14-Jan-09,387,7218063052,2,2,2,12.92,6.46,6.46,0,0,0
14-Jan-09,387,7218063979,2,2,2,12.92,6.46,6.46,0,0,0
14-Jan-09,387,7797502248,9,9,9,22.41,2.49,2.49,0,0,0
14-Jan-09,387,7797508004,36,35,35,90,2.5,2.89,0,0,1
14-Jan-09,387,7797508006,18,16,15,45,2.5,2.89,0,0,1
14-Jan-09,387,31254742725,6,6,6,23.94,3.99,3.99,0,0,0
14-Jan-09,387,31254742735,8,8,8,39.92,4.99,4.99,0,0,0
14-Jan-09,387,31254742835,15,12,11,74.85,4.99,4.99,0,0,0
14-Jan-09,389,1111009477,71,68,68,98.69,1.39,1.39,0,0,0
14-Jan-09,389,1111009497,78,68,66,106.86,1.37,1.37,0,0,0
14-Jan-09,389,1111009507,28,27,27,38.64,1.38,1.38,0,0,0
14-Jan-09,389,1111035398,4,3,3,14,3.5,4.49,0,0,1
14-Jan-09,389,1111038078,6,6,6,15.54,2.59,2.59,0,0,0
14-Jan-09,389,1111038080,2,2,2,5.18,2.59,2.59,0,0,0
14-Jan-09,389,1111085319,46,43,42,86.02,1.87,1.87,0,0,0
14-Jan-09,389,1111085345,59,54,54,110.92,1.88,1.88,0,0,0
14-Jan-09,389,1111085350,118,100,96,231.28,1.96,1.96,0,0,0
14-Jan-09,389,1111087395,33,25,24,107.25,3.25,3.64,0,1,0
14-Jan-09,389,1111087396,29,24,24,96.86,3.34,3.9,0,0,1
14-Jan-09,389,1111087398,38,29,28,126.16,3.32,3.93,0,0,1
14-Jan-09,389,1600027527,52,51,51,156.52,3.01,3.01,0,0,0
14-Jan-09,389,1600027528,65,43,36,243.1,3.74,4.16,0,0,1
14-Jan-09,389,1600027564,147,122,121,358.68,2.44,2.7,1,0,0
14-Jan-09,389,2840002333,15,14,14,43.35,2.89,2.89,0,0,0
14-Jan-09,389,2840004768,20,19,19,57.8,2.89,2.89,0,0,0
14-Jan-09,389,2840004770,5,5,5,14.45,2.89,2.89,0,0,0
14-Jan-09,389,3000006340,76,49,47,152.76,2.01,2.92,0,0,1
14-Jan-09,389,3000006560,75,59,59,150,2,2.59,0,0,1
14-Jan-09,389,3000006610,72,58,58,144,2,2.59,0,0,1
14-Jan-09,389,3700019521,19,15,15,47.5,2.5,3.49,0,0,1
14-Jan-09,389,3700031613,1,1,1,4.69,4.69,4.69,0,1,0
14-Jan-09,389,3800031829,34,31,23,118.66,3.49,3.49,0,0,0
14-Jan-09,389,3800031838,54,53,52,152.28,2.82,2.82,0,0,0
14-Jan-09,389,3800039118,39,38,38,104.13,2.67,3.38,1,0,0
14-Jan-09,389,4116709428,4,4,4,15.96,3.99,4.59,0,0,1
14-Jan-09,389,4116709448,3,3,3,11.97,3.99,4.59,0,0,1
14-Jan-09,389,4116709565,3,3,3,10.47,3.49,4.99,0,0,1
14-Jan-09,389,7027312504,29,17,17,49.3,1.7,2.25,0,0,1
14-Jan-09,389,7027316204,58,34,34,95.7,1.65,1.65,0,0,0
14-Jan-09,389,7027316404,57,35,35,105.45,1.85,1.85,0,0,0
14-Jan-09,389,7110410455,4,4,4,10,2.5,2.79,0,0,1
14-Jan-09,389,7110410471,2,2,2,5.3,2.65,2.65,0,0,0
14-Jan-09,389,7192100336,6,6,6,35.94,5.99,6.29,1,0,0
14-Jan-09,389,7192100337,34,31,30,204,6,6.29,1,1,0
14-Jan-09,389,7192100339,40,34,34,241.2,6.03,6.43,1,0,0
14-Jan-09,389,7218063052,6,6,6,38.76,6.46,6.46,0,1,0
14-Jan-09,389,7218063983,6,3,3,38.76,6.46,6.46,0,0,0
14-Jan-09,389,7797502248,16,15,15,39.84,2.49,2.49,0,0,0
14-Jan-09,389,7797508004,34,34,33,85,2.5,2.89,0,1,0
14-Jan-09,389,7797508006,20,20,20,50,2.5,2.89,0,1,0
14-Jan-09,389,31254742725,2,2,2,7.98,3.99,3.99,0,0,0
14-Jan-09,389,31254742735,8,8,8,39.92,4.99,4.99,0,0,0
14-Jan-09,389,31254742835,11,11,11,54.89,4.99,4.99,0,0,0
14-Jan-09,613,1111009477,76,66,66,93.48,1.23,1.23,0,1,0
14-Jan-09,613,1111009497,86,77,76,106.64,1.24,1.24,0,1,0
14-Jan-09,613,1111009507,8,7,7,9.6,1.2,1.2,0,0,0
14-Jan-09,613,1111038078,6,6,6,10.8,1.8,2.54,0,0,1
14-Jan-09,613,1111038080,8,7,7,12.56,1.57,2.46,0,0,1
14-Jan-09,613,1111085319,14,13,13,25.06,1.79,1.79,0,0,0
14-Jan-09,613,1111085345,21,16,16,36.54,1.74,1.74,0,0,0
14-Jan-09,613,1111085350,35,30,30,68.6,1.96,2.31,0,0,1
14-Jan-09,613,1111087395,23,13,13,76.13,3.31,3.31,0,0,0
14-Jan-09,613,1111087396,30,17,17,98.7,3.29,3.29,0,0,0
14-Jan-09,613,1111087398,19,15,15,62.7,3.3,3.3,0,0,0
14-Jan-09,613,1600027527,47,44,44,149.93,3.19,3.19,0,0,0
14-Jan-09,613,1600027528,33,33,33,144.87,4.39,4.39,0,0,0
14-Jan-09,613,1600027564,41,37,36,121.36,2.96,2.96,0,0,0
14-Jan-09,613,2840002333,5,5,5,12.45,2.49,2.49,0,0,0
14-Jan-09,613,2840004768,18,18,18,44.82,2.49,2.49,0,0,0
14-Jan-09,613,2840004770,23,23,23,57.27,2.49,2.49,0,0,0
14-Jan-09,613,3000006340,35,26,26,70,2,2.92,0,0,1
14-Jan-09,613,3000006560,52,40,40,104,2,2.59,0,0,1
14-Jan-09,613,3000006610,41,37,36,82,2,2.59,0,0,1
14-Jan-09,613,3700019521,5,5,5,12.5,2.5,3,0,1,0
14-Jan-09,613,3700031613,6,6,6,23.94,3.99,3.99,0,0,0
14-Jan-09,613,3700044982,6,6,5,27.48,4.58,4.5,0,1,0
14-Jan-09,613,3800031829,12,12,12,40.56,3.38,3.38,0,0,0
14-Jan-09,613,3800031838,47,45,42,140.53,2.99,2.99,0,0,0
14-Jan-09,613,3800039118,52,47,46,139.36,2.68,2.99,1,0,0
14-Jan-09,613,4116709428,1,1,1,4.99,4.99,4.99,0,0,0
14-Jan-09,613,4116709448,5,5,5,24.95,4.99,4.99,0,0,0
14-Jan-09,613,4116709565,4,4,4,19.96,4.99,4.99,0,0,0
14-Jan-09,613,7192100336,8,8,8,47.92,5.99,6.29,1,0,0
14-Jan-09,613,7192100337,9,8,8,53.91,5.99,6.3,1,0,0
14-Jan-09,613,7192100339,18,17,17,107.82,5.99,6.29,1,0,0
14-Jan-09,613,7218063052,12,9,9,81.96,6.83,6.83,0,0,0
14-Jan-09,613,7218063979,4,4,4,27.16,6.79,6.79,0,0,0
14-Jan-09,613,7218063983,2,2,2,13.58,6.79,6.79,0,0,0
14-Jan-09,613,7797502248,11,10,10,26.29,2.39,2.39,0,0,0
14-Jan-09,613,7797508004,7,6,6,17.5,2.5,2.89,0,0,1
14-Jan-09,613,7797508006,13,11,10,32.5,2.5,2.81,0,0,1
14-Jan-09,613,31254742725,3,3,3,13.77,4.59,4.59,0,0,0
14-Jan-09,613,31254742735,10,9,9,51.9,5.19,5.19,0,0,0
14-Jan-09,613,31254742835,5,5,5,25.95,5.19,5.19,0,0,0
14-Jan-09,623,1111009477,33,28,28,38.28,1.16,1.16,0,1,0
14-Jan-09,623,1111009497,42,39,38,49.56,1.18,1.18,0,1,0
14-Jan-09,623,1111009507,12,11,11,14.04,1.17,1.17,0,0,0
14-Jan-09,623,1111035398,1,1,1,4.69,4.69,4.69,0,0,0
14-Jan-09,623,1111038078,5,5,5,9.75,1.95,2.59,0,0,1
14-Jan-09,623,1111038080,5,5,5,11.35,2.27,2.56,0,0,1
14-Jan-09,623,1111085319,20,17,17,36.4,1.82,1.82,0,0,0
14-Jan-09,623,1111085345,19,16,16,34.2,1.8,1.8,0,0,0
14-Jan-09,623,1111085350,15,14,14,30.15,2.01,2.34,0,0,1
14-Jan-09,623,1111087395,4,3,3,13,3.25,3.25,0,0,0
14-Jan-09,623,1111087396,10,8,8,32.7,3.27,3.27,0,0,0
14-Jan-09,623,1111087398,6,6,6,20.04,3.34,3.34,0,0,0
14-Jan-09,623,1600027527,57,55,54,181.83,3.19,3.19,0,0,0
14-Jan-09,623,1600027528,16,15,15,66.4,4.15,4.15,0,0,0
14-Jan-09,623,1600027564,30,26,26,91.2,3.04,3.04,0,0,0
14-Jan-09,623,2840002333,1,1,1,2.49,2.49,2.49,0,0,0
14-Jan-09,623,2840004768,6,6,6,14.94,2.49,2.49,0,0,0
14-Jan-09,623,2840004770,8,8,8,19.92,2.49,2.49,0,0,0
14-Jan-09,623,3000006340,44,35,34,88,2,2.71,0,1,0
14-Jan-09,623,3000006560,24,24,23,48.48,2.02,2.59,0,0,1
14-Jan-09,623,3000006610,26,23,23,52,2,2.59,0,0,1
14-Jan-09,623,3700019521,8,8,8,20.96,2.62,2.62,0,0,0
14-Jan-09,623,3700031613,5,5,5,19.95,3.99,6.59,0,0,1
14-Jan-09,623,3700044982,11,11,11,49.5,4.5,4.5,0,1,0
14-Jan-09,623,3800031829,21,21,21,60.48,2.88,2.88,0,0,0
14-Jan-09,623,3800031838,37,36,36,106.93,2.89,2.89,0,0,0
14-Jan-09,623,3800039118,39,35,35,104.13,2.67,2.98,1,0,0
14-Jan-09,623,4116709565,2,2,2,9.98,4.99,4.99,0,0,0
14-Jan-09,623,7192100336,11,8,8,65.89,5.99,6.29,1,0,0
14-Jan-09,623,7192100337,20,18,18,119.8,5.99,6.3,1,0,0
14-Jan-09,623,7192100339,6,5,5,35.94,5.99,6.29,1,0,0
14-Jan-09,623,7218063052,3,3,3,20.37,6.79,6.79,0,0,0
14-Jan-09,623,7218063979,2,2,2,13.58,6.79,6.79,0,0,0
14-Jan-09,623,7218063983,4,4,4,27.16,6.79,6.79,0,0,0
14-Jan-09,623,7797502248,2,2,2,4.78,2.39,2.39,0,0,0
14-Jan-09,623,7797508004,6,6,6,15.42,2.57,2.57,0,0,0
14-Jan-09,623,7797508006,7,7,7,17.5,2.5,2.89,0,0,1
14-Jan-09,623,31254742725,4,4,3,18.36,4.59,4.59,0,0,0
14-Jan-09,623,31254742735,8,8,8,41.52,5.19,5.19,0,0,0
14-Jan-09,623,31254742835,3,3,3,15.57,5.19,5.19,0,0,0
14-Jan-09,2277,1111009477,158,140,135,218.04,1.38,1.24,0,1,0
14-Jan-09,2277,1111009497,179,161,157,247.02,1.38,1.24,0,1,0
14-Jan-09,2277,1111009507,35,34,34,48.3,1.38,1.38,0,0,0
14-Jan-09,2277,1111035398,9,8,8,31.14,3.46,4.49,0,0,1
14-Jan-09,2277,1111038078,12,12,12,31.08,2.59,4.51,0,0,1
14-Jan-09,2277,1111038080,9,9,9,23.31,2.59,2.59,0,0,0
14-Jan-09,2277,1111085319,38,37,36,71.44,1.88,1.88,0,0,0
14-Jan-09,2277,1111085345,74,64,63,139.86,1.89,1.89,0,0,0
14-Jan-09,2277,1111085350,154,127,125,303.38,1.97,1.97,0,0,0
14-Jan-09,2277,1111087395,27,25,25,85.59,3.17,3.92,0,0,1
14-Jan-09,2277,1111087396,25,21,21,82,3.28,4,0,0,1
14-Jan-09,2277,1111087398,39,31,30,128.7,3.3,3.92,0,0,1
14-Jan-09,2277,1600027527,125,114,112,360,2.88,2.88,0,0,0
14-Jan-09,2277,1600027528,79,75,73,344.44,4.36,4.36,0,0,0
14-Jan-09,2277,1600027564,260,214,212,618.8,2.38,3.09,1,0,0
14-Jan-09,2277,2840002333,20,20,18,57.8,2.89,2.89,0,0,0
14-Jan-09,2277,2840004768,39,39,39,112.71,2.89,2.89,0,0,0
14-Jan-09,2277,2840004770,19,19,18,54.91,2.89,2.89,0,0,0
14-Jan-09,2277,3000006340,131,94,91,262,2,2.97,0,0,1
14-Jan-09,2277,3000006560,103,88,87,208.06,2.02,2.59,0,0,1
14-Jan-09,2277,3000006610,86,68,68,172.86,2.01,2.59,0,0,1
14-Jan-09,2277,3700019521,56,35,35,141.12,2.52,3.49,0,1,0
14-Jan-09,2277,3700031613,1,1,1,4.69,4.69,4.69,0,0,0
14-Jan-09,2277,3700044982,9,9,9,45,5,5.49,0,1,0
14-Jan-09,2277,3800031829,104,97,96,352.56,3.39,3.39,0,0,0
14-Jan-09,2277,3800031838,62,61,60,167.4,2.7,2.7,0,0,0
14-Jan-09,2277,3800039118,40,40,40,106.8,2.67,3.32,1,0,0
14-Jan-09,2277,4116709428,9,9,9,35.91,3.99,4.59,0,0,1
14-Jan-09,2277,4116709448,13,13,13,51.87,3.99,4.59,0,0,1
14-Jan-09,2277,4116709565,11,11,10,41.36,3.76,4.99,0,0,1
14-Jan-09,2277,7027312504,51,33,33,88.74,1.74,1.74,0,0,0
14-Jan-09,2277,7027316204,67,46,45,121.94,1.82,1.82,0,0,0
14-Jan-09,2277,7027316404,70,52,52,112,1.6,1.6,0,0,0
14-Jan-09,2277,7110410455,8,7,7,20,2.5,2.79,0,0,1
14-Jan-09,2277,7110410470,3,3,3,7.5,2.5,2.79,0,0,1
14-Jan-09,2277,7110410471,4,3,3,10,2.5,2.79,0,0,1
14-Jan-09,2277,7192100336,21,19,19,127.26,6.06,6.29,1,0,0
14-Jan-09,2277,7192100337,36,31,31,215.64,5.99,6.29,1,0,0
14-Jan-09,2277,7192100339,73,67,66,438.73,6.01,6.29,1,0,0
14-Jan-09,2277,7218063052,21,20,20,135.66,6.46,6.46,0,0,0
14-Jan-09,2277,7218063979,8,7,6,51.68,6.46,6.46,0,0,0
14-Jan-09,2277,7218063983,12,9,9,77.52,6.46,6.46,0,0,0
14-Jan-09,2277,7797502248,36,30,30,89.64,2.49,2.49,0,0,0
14-Jan-09,2277,7797508004,89,82,81,222.5,2.5,2.89,0,1,0
14-Jan-09,2277,7797508006,44,42,42,110,2.5,2.89,0,1,0
14-Jan-09,2277,31254742725,7,7,7,27.93,3.99,3.99,0,0,0
14-Jan-09,2277,31254742735,21,21,19,104.79,4.99,4.99,0,0,0
14-Jan-09,2277,31254742835,10,10,10,49.9,4.99,4.99,0,0,0
14-Jan-09,2279,1111009477,66,62,62,91.08,1.38,1.38,0,0,0
14-Jan-09,2279,1111009497,71,60,59,97.98,1.38,1.38,0,0,0
14-Jan-09,2279,1111009507,13,12,12,17.94,1.38,1.38,0,0,0
14-Jan-09,2279,1111035398,4,4,4,14,3.5,4.49,0,0,1
14-Jan-09,2279,1111038078,6,6,6,15,2.5,2.5,0,0,0
14-Jan-09,2279,1111038080,4,4,4,10.36,2.59,2.59,0,0,0
14-Jan-09,2279,1111085319,17,16,16,31.79,1.87,1.87,0,0,0
14-Jan-09,2279,1111085345,29,22,22,54.52,1.88,1.88,0,0,0
14-Jan-09,2279,1111085350,56,46,45,109.76,1.96,1.63,0,1,0
14-Jan-09,2279,1111087395,35,29,28,116.2,3.32,3.94,0,1,0
14-Jan-09,2279,1111087396,30,28,28,100.2,3.34,4,0,1,0
14-Jan-09,2279,1111087398,58,44,43,192.56,3.32,3.93,0,1,0
14-Jan-09,2279,1600027527,36,35,34,105.12,2.92,2.92,0,0,0
14-Jan-09,2279,1600027528,17,16,15,68.85,4.05,4.05,0,0,0
14-Jan-09,2279,1600027564,113,90,89,270.07,2.39,2.96,1,0,0
14-Jan-09,2279,2840002333,4,4,4,11.56,2.89,2.89,0,0,0
14-Jan-09,2279,2840004768,16,16,15,46.24,2.89,2.89,0,0,0
14-Jan-09,2279,2840004770,9,9,9,26.01,2.89,2.89,0,0,0
14-Jan-09,2279,3000006340,52,34,34,105.04,2.02,2.97,0,1,0
14-Jan-09,2279,3000006560,36,28,28,72,2,2.59,0,0,1
14-Jan-09,2279,3000006610,47,36,36,94,2,2.59,0,1,0
14-Jan-09,2279,3700019521,11,6,6,27.5,2.5,3.49,0,0,1
14-Jan-09,2279,3700031613,3,3,3,14.07,4.69,4.69,0,0,0
14-Jan-09,2279,3700044982,6,5,5,30,5,5,0,0,0
14-Jan-09,2279,3800031829,32,32,29,108.48,3.39,3.39,0,0,0
14-Jan-09,2279,3800031838,29,28,28,86.71,2.99,2.99,0,0,0
14-Jan-09,2279,3800039118,30,30,30,80.1,2.67,3.32,1,0,0
14-Jan-09,2279,4116709428,1,1,1,3.99,3.99,4.59,0,0,1
14-Jan-09,2279,4116709565,5,5,5,17.45,3.49,4.99,0,0,1
14-Jan-09,2279,7027312504,15,10,10,27.75,1.85,1.85,0,0,0
14-Jan-09,2279,7027316204,27,15,15,42.93,1.59,1.59,0,0,0
14-Jan-09,2279,7027316404,14,11,11,23.1,1.65,2.26,0,0,1
14-Jan-09,2279,7110410470,1,1,1,2.79,2.79,2.79,0,0,0
14-Jan-09,2279,7110410471,1,1,1,2.5,2.5,2.79,0,0,1
14-Jan-09,2279,7192100336,11,10,9,65.89,5.99,6.29,1,1,0
14-Jan-09,2279,7192100337,21,17,17,125.79,5.99,6.29,1,1,0
14-Jan-09,2279,7192100339,28,22,22,167.72,5.99,6.29,1,1,0
14-Jan-09,2279,7218063052,5,5,5,32.3,6.46,6.46,0,0,0
14-Jan-09,2279,7797502248,7,7,6,17.43,2.49,2.49,0,0,0
14-Jan-09,2279,7797508004,16,13,13,40,2.5,2.89,0,0,1
14-Jan-09,2279,7797508006,17,16,16,42.5,2.5,2.89,0,0,1
14-Jan-09,2279,31254742725,5,5,5,19.95,3.99,3.99,0,0,0
14-Jan-09,2279,31254742735,6,6,6,29.94,4.99,4.99,0,0,0
14-Jan-09,2279,31254742835,5,5,5,24.95,4.99,4.99,0,0,0
14-Jan-09,2281,1111009477,65,56,54,89.05,1.37,1.37,0,0,0
14-Jan-09,2281,1111009497,51,46,45,69.87,1.37,1.37,0,0,0
14-Jan-09,2281,1111009507,37,35,35,51.06,1.38,1.38,0,0,0
14-Jan-09,2281,1111035398,9,8,8,31.5,3.5,4.49,0,0,1
14-Jan-09,2281,1111038078,6,6,6,15.54,2.59,2.59,0,0,0
14-Jan-09,2281,1111038080,6,6,6,15.3,2.55,2.55,0,0,0
14-Jan-09,2281,1111085319,47,45,45,86.95,1.85,1.85,0,0,0
14-Jan-09,2281,1111085345,36,33,33,68.04,1.89,1.89,0,0,0
14-Jan-09,2281,1111085350,95,82,80,185.25,1.95,1.95,0,0,0
14-Jan-09,2281,1111087395,12,11,11,39.72,3.31,3.94,0,0,1
14-Jan-09,2281,1111087396,19,15,15,61.37,3.23,3.87,0,0,1
14-Jan-09,2281,1111087398,19,18,18,63.08,3.32,3.85,0,0,1
14-Jan-09,2281,1600027527,53,51,51,153.17,2.89,2.89,0,0,0
14-Jan-09,2281,1600027528,28,28,28,119.28,4.26,4.26,0,0,0
14-Jan-09,2281,1600027564,215,179,175,552.55,2.57,2.88,1,0,0
14-Jan-09,2281,2840002333,29,25,25,83.81,2.89,2.89,0,0,0
14-Jan-09,2281,2840004768,21,19,19,60.69,2.89,2.89,0,0,0
14-Jan-09,2281,2840004770,9,9,9,26.01,2.89,2.89,0,0,0
14-Jan-09,2281,3000006340,87,71,67,176.61,2.03,2.74,0,0,1
14-Jan-09,2281,3000006560,88,75,73,176,2,2.59,0,0,1
14-Jan-09,2281,3000006610,60,48,48,120,2,2.59,0,0,1
14-Jan-09,2281,3700019521,41,34,34,102.5,2.5,3.49,0,1,0
14-Jan-09,2281,3700031613,4,4,4,18.76,4.69,4.69,0,1,0
14-Jan-09,2281,3700044982,4,4,4,20,5,5.49,0,1,0
14-Jan-09,2281,3800031829,52,45,44,165.88,3.19,3.19,0,0,0
14-Jan-09,2281,3800031838,49,49,48,137.69,2.81,2.81,0,0,0
14-Jan-09,2281,3800039118,22,22,22,58.74,2.67,3.32,1,0,0
14-Jan-09,2281,4116709428,5,4,4,20.55,4.11,4.59,0,0,1
14-Jan-09,2281,4116709448,7,7,7,27.93,3.99,4.59,0,0,1
14-Jan-09,2281,4116709565,6,6,6,20.94,3.49,4.99,0,0,1
14-Jan-09,2281,7027312504,5,4,4,6.6,1.32,2,0,0,1
14-Jan-09,2281,7027316204,79,51,50,135.09,1.71,1.71,0,0,0
14-Jan-09,2281,7027316404,75,50,49,126.75,1.69,1.69,0,0,0
14-Jan-09,2281,7110410455,11,10,10,27.5,2.5,2.79,0,0,1
14-Jan-09,2281,7110410470,9,7,7,22.5,2.5,2.79,0,0,1
14-Jan-09,2281,7110410471,6,5,5,15,2.5,2.79,0,0,1
14-Jan-09,2281,7192100336,16,15,15,95.84,5.99,6.29,1,0,0
14-Jan-09,2281,7192100337,33,30,30,197.67,5.99,6.29,1,1,0
14-Jan-09,2281,7192100339,47,43,42,282.94,6.02,6.29,1,1,0
14-Jan-09,2281,7218063052,11,9,8,71.06,6.46,6.46,0,0,0
14-Jan-09,2281,7218063979,8,7,6,52.56,6.57,6.57,0,0,0
14-Jan-09,2281,7218063983,6,6,6,38.76,6.46,6.46,0,0,0
14-Jan-09,2281,7797502248,13,12,12,32.37,2.49,2.49,0,0,0
14-Jan-09,2281,7797508004,51,40,39,128.52,2.52,2.89,0,0,1
14-Jan-09,2281,7797508006,20,19,19,50,2.5,2.89,0,0,1
14-Jan-09,2281,31254742725,5,5,5,19.95,3.99,3.99,0,0,0
14-Jan-09,2281,31254742735,14,14,14,69.86,4.99,4.99,0,0,0
14-Jan-09,2281,31254742835,10,10,10,49.9,4.99,4.99,0,0,0
14-Jan-09,2495,1111009477,43,37,37,50.74,1.18,1.18,0,0,0
14-Jan-09,2495,1111009497,21,21,20,24.99,1.19,1.19,0,0,0
14-Jan-09,2495,1111009507,39,32,30,46.41,1.19,1.19,0,0,0
14-Jan-09,2495,1111035398,4,4,4,18.28,4.57,4.57,0,0,0
14-Jan-09,2495,1111038078,10,8,8,11.3,1.13,2.56,0,0,1
14-Jan-09,2495,1111038080,7,6,6,6.72,0.96,2.5,0,0,1
